District,State,Agency_ID,Students,TOTALREV,TLOCREV,TSTREV,TFEDREV,TOTALEXP,TOTALREV_PUPIL,TLOCREV_PUPIL,TSTREV_PUPIL,TFEDREV_PUPIL
CONSTELLATION SCHOOLS: PURITAS COMMUNITY MIDDLE,Ohio,3900291,137,1247000,77000,1031000,139000,1285000,9102,562,7526,1015
DEMOCRACY PREP BATON ROUGE,LOUISIANA,2200254,137,2344000,832000,578000,934000,2846000,17109,6073,4219,6818
EXCEL CENTER - NOBLESVILLE,INDIANA,1800163,137,1402000,0,980000,422000,1831000,10234,0,7153,3080
INQUIRY CHARTER SCHOOL,Pennsylvania,4200042,137,2367000,1679000,33000,655000,2434000,17277,12255,241,4781
JEFFERSON C-123,Missouri,2916200,137,2374000,1284000,980000,110000,2101000,17328,9372,7153,803
KAIZEN EDUCATION FOUNDATION DBA SKYVIEW HIGH SCHOOL,Arizona,400388,137,1278000,117000,1031000,130000,1212000,9328,854,7526,949
LEEDS 6,North Dakota,3810980,137,2759000,1106000,1509000,144000,2517000,20139,8073,11015,1051
LIGHT OF THE WORLD ACADEMY,MICHIGAN,2601096,137,1043000,36000,1007000,0,1647000,7613,263,7350,0
NEW ROOTS CHARTER SCHOOL,New York,3600990,137,,,,,,,,,
ROSS-HILL ACADEMY,Michigan,2600235,137,1339000,7000,1089000,243000,1341000,9774,51,7949,1774
SCHULTER,Oklahoma,4027090,137,1462000,319000,859000,284000,1542000,10672,2328,6270,2073
STEAM ACADEMY OF AKRON,Ohio,3901454,137,1553000,149000,1102000,302000,1504000,11336,1088,8044,2204
SURPRISE VALLEY JOINT UNIFIED,California,638520,137,2212000,775000,1240000,197000,2056000,16146,5657,9051,1438
VERTUS CHARTER SCHOOL,NEW YORK,3601117,137,,,,,,,,,
ALBA PUBLIC SCHOOLS,Michigan,2602040,136,1739000,853000,738000,148000,1576000,12787,6272,5426,1088
ALDO LEOPOLD CHARTER,New Mexico,3500138,136,1938000,140000,1729000,69000,1849000,14250,1029,12713,507
BLACKWELL CISD,Texas,4800005,136,6183000,5035000,1098000,50000,5167000,45463,37022,8074,368
FRENCHTOWN BOROUGH SCHOOL DISTRICT,New Jersey,3405700,136,3196000,2071000,1027000,98000,4351000,23500,15228,7551,721
GREEN DOT PUBLIC SCHOOLS EXCEL,WASHINGTON,5300332,136,,,,,,,,,
LAME DEER H S,Montana,3000095,136,3710000,301000,1149000,2260000,2602000,27279,2213,8449,16618
LATROBE,California,621180,136,2580000,2179000,348000,53000,2521000,18971,16022,2559,390
LINCOLN SCHOOL DISTRICT,Vermont,5005160,136,2216000,52000,2156000,8000,2133000,16294,382,15853,59
MARLBORO SCHOOL DISTRICT,Vermont,5005400,136,2693000,45000,2648000,0,2709000,19801,331,19471,0
NORTH LAKELAND SCHOOL DISTRICT,Wisconsin,5501530,136,4279000,3678000,409000,192000,3805000,31463,27044,3007,1412
OZARK MONTESSORI ACADEMY SPRINGDALE,ARKANSAS,500415,136,1633000,193000,1027000,413000,1589000,12007,1419,7551,3037
SUMMIT ACADEMY COMMUNITY SCHOOL - DAYTON,Ohio,3900493,136,2272000,8000,1916000,348000,2274000,16706,59,14088,2559
ALTERNATIVE EDUCATIONAL ACADEMY OF IOSCO COUNTY,Michigan,2601034,135,817000,3000,814000,0,513000,6052,22,6030,0
APPLETON PUBLIC SCHOOLS,Maine,2302510,135,2287000,1390000,795000,102000,2082000,16941,10296,5889,756
CITY DAY COMMUNITY SCHOOL,Ohio,3900029,135,1498000,41000,1083000,374000,1491000,11096,304,8022,2770
CONSTELLATION SCHOOLS: EASTSIDE ARTS ACADEMY,Ohio,3901432,135,1381000,13000,1176000,192000,1280000,10230,96,8711,1422
EMERADO 127,North Dakota,3806360,135,1800000,552000,1031000,217000,1705000,13333,4089,7637,1607
GREENVILLE,Oklahoma,4013380,135,1269000,433000,646000,190000,1148000,9400,3207,4785,1407
LAKE BENTON PUBLIC SCHOOL DISTRICT,Minnesota,2717460,135,2669000,917000,1640000,112000,2422000,19770,6793,12148,830
MARBLE CITY,Oklahoma,4018960,135,1626000,249000,771000,606000,1580000,12044,1844,5711,4489
MINNEAPOLIS ACADEMY CHARTER SCHOOL,Minnesota,2700357,135,2013000,89000,1732000,192000,2097000,14911,659,12830,1422
MORETOWN SCHOOL DISTRICT,Vermont,5005730,135,2486000,198000,2288000,0,2501000,18415,1467,16948,0
MORGAN ISD,Texas,4831380,135,1853000,610000,1063000,180000,1738000,13726,4519,7874,1333
OHIO SCHOOL FOR THE DEAF,Ohio,3900001,135,,,,,,,,,
PATERSON SCHOOL DISTRICT,Washington,5306630,135,1940000,433000,1362000,145000,1734000,14370,3207,10089,1074
QUEMADO INDEPENDENT SCHOOLS,New Mexico,3502130,135,2825000,461000,1619000,745000,3161000,20926,3415,11993,5519
SYRINGA MOUNTAIN SCHOOL INC.,Idaho,1600166,135,1176000,422000,721000,33000,1122000,8711,3126,5341,244
TRES PINOS UNION ELEMENTARY,California,639690,135,1276000,373000,877000,26000,1302000,9452,2763,6496,193
WHITEFIELD,Oklahoma,4032700,135,1239000,185000,709000,345000,1225000,9178,1370,5252,2556
DAHLONEGAH,Oklahoma,4009360,134,1998000,155000,845000,998000,1892000,14910,1157,6306,7448
EASTFORD SCHOOL DISTRICT,Connecticut,901380,134,4303000,2575000,1655000,73000,4303000,32112,19216,12351,545
ERVING,Massachusetts,2504710,134,5570000,4485000,937000,148000,5444000,41567,33470,6993,1104
IREDELL ISD,Texas,4824360,134,1801000,1353000,334000,114000,1542000,13440,10097,2493,851
MOUNTAIN VALLEY SCHOOL DISTRICT NO. RE 1,Colorado,806300,134,2571000,657000,1422000,492000,2449000,19187,4903,10612,3672
REGENTS ACADEMY,MICHIGAN,2601091,134,1288000,0,1217000,71000,1260000,9612,0,9082,530
ROUND VALLEY JOINT ELEMENTARY,California,633690,134,1821000,924000,768000,129000,1766000,13590,6896,5731,963
SELA PCS,District of Columbia,1100088,134,3310000,3173000,0,137000,3354000,24701,23679,0,1022
SOUTH BRONX CLASSICAL CHARTER SCHOOL III,NEW YORK,3601132,134,,,,,,,,,
TUCSON PREPARATORY SCHOOL,Arizona,400159,134,1323000,154000,1107000,62000,1126000,9873,1149,8261,463
WASHINGTON SCHOOL DISTRICT,New Hampshire,3306900,134,2543000,1867000,606000,70000,2089000,18978,13933,4522,522
A+ CHILDREN'S ACADEMY,Ohio,3901480,133,1400000,195000,1138000,67000,1325000,10526,1466,8556,504
CINCINNATI GENERATION ACADEMY,OHIO,3901561,133,1175000,11000,983000,181000,1170000,8835,83,7391,1361
CONGRESS ELEMENTARY DISTRICT,Arizona,402220,133,1710000,1068000,459000,183000,1536000,12857,8030,3451,1376
EAST RANGE ACADEMY OF TECH-SCIENCE,Minnesota,2700291,133,2144000,80000,1919000,145000,1941000,16120,602,14429,1090
EDEN SCHOOL DISTRICT,Vermont,5003720,133,2872000,302000,2570000,0,3112000,21594,2271,19323,0
ETOILE ISD,Texas,4818660,133,1722000,651000,868000,203000,1717000,12947,4895,6526,1526
IMAGINE MIDDLE AT EAST MESA  INC.,Arizona,400442,133,1180000,26000,999000,155000,1198000,8872,195,7511,1165
LICK CREEK CCSD 16,Illinois,1722860,133,1160000,365000,701000,94000,1295000,8722,2744,5271,707
MANZANOLA JOINT DISTRICT NO. 3J OF THE COUNTIES OF OTERO A,Colorado,805520,133,2251000,397000,1659000,195000,2288000,16925,2985,12474,1466
MARION CITY DIGITAL ACADEMY,Ohio,3900226,133,1254000,1000,1099000,154000,1037000,9429,8,8263,1158
OPEN DOORS COMMUNITY SCHOOL  INC.,Arizona,400868,133,1134000,0,948000,186000,933000,8526,0,7128,1398
PLAINS K-12,Montana,3020850,133,2107000,820000,1038000,249000,2037000,15842,6165,7805,1872
RESERVE PUBLIC SCHOOLS,New Mexico,3502220,133,2823000,408000,1525000,890000,4646000,21226,3068,11466,6692
SHERIDAN ELEM,Montana,3024150,133,1710000,753000,780000,177000,1588000,12857,5662,5865,1331
TENNESSEE SCHOOL FOR BLIND,Tennessee,4700145,133,,,,,,,,,
ACADEMY WITH COMMUNITY PARTNERS  INC,Arizona,400276,132,1109000,9000,1047000,53000,933000,8402,68,7932,402
ALPHA CHARTER SCHOOL,Texas,4800185,132,134000,0,134000,0,254000,1015,0,1015,0
BRISTOL BAY BOROUGH SCHOOL DISTRICT,Alaska,200030,132,3986000,1590000,2037000,359000,4292000,30197,12045,15432,2720
BUCKLIN R-II,Missouri,2906090,132,2098000,937000,989000,172000,2071000,15894,7098,7492,1303
CANAAN SCHOOL DISTRICT,Vermont,5002940,132,3412000,1002000,2325000,85000,3594000,25848,7591,17614,644
CORNERSTONE MONTESSORI ELEMENTARY,Minnesota,2700368,132,1762000,59000,1600000,103000,1774000,13348,447,12121,780
DOUGLASS ACADEMY,North Carolina,3700340,132,1202000,398000,700000,104000,1324000,9106,3015,5303,788
FRANKLINTON PREPARATORY ACADEMY,Ohio,3901533,132,1258000,27000,1058000,173000,1239000,9530,205,8015,1311
HAPPY VALLEY ELEMENTARY,California,616560,132,1511000,1065000,400000,46000,1637000,11447,8068,3030,348
LONE WOLF,Oklahoma,4018270,132,1056000,441000,488000,127000,1153000,8000,3341,3697,962
MAHONING UNLIMITED CLASSROOM,Ohio,3900146,132,1275000,9000,1122000,144000,1087000,9659,68,8500,1091
REVERE SCHOOL DISTRICT,Colorado,806000,132,2934000,1649000,1209000,76000,2266000,22227,12492,9159,576
RICHARD ALLEN PREPARATORY,Ohio,3900073,132,1280000,13000,1004000,263000,1281000,9697,98,7606,1992
RICHARDS ISD,Texas,4836990,132,1941000,1428000,396000,117000,2285000,14705,10818,3000,886
ROCKY BOY H S,Montana,3028911,132,2659000,473000,1138000,1048000,2486000,20144,3583,8621,7939
SHUTESBURY,Massachusetts,2510800,132,2829000,1711000,990000,128000,2719000,21432,12962,7500,970
BATH SCHOOL DISTRICT,New Hampshire,3301710,131,2223000,1437000,715000,71000,2166000,16969,10969,5458,542
CONSTELLATION SCHOOLS: LORAIN COMMUNITY MIDDLE,Ohio,3900507,131,1214000,34000,1086000,94000,1122000,9267,260,8290,718
EASTPOINTE HIGH SCHOOL  INC.,Arizona,400261,131,4223000,31000,4192000,0,4385000,32237,237,32000,0
EDMUNDS CENTRAL SCHOOL DISTRICT 22-5,South Dakota,4634440,131,2237000,1977000,165000,95000,4008000,17076,15092,1260,725
ESPERANZA CYBER CS,Pennsylvania,4200858,131,1882000,1688000,10000,184000,2007000,14366,12885,76,1405
HAYWOOD,Oklahoma,4014100,131,1567000,740000,574000,253000,1476000,11962,5649,4382,1931
HONDO VALLEY PUBLIC SCHOOLS,New Mexico,3501290,131,2971000,429000,2361000,181000,2874000,22679,3275,18023,1382
JONESPORT PUBLIC SCHOOLS,Maine,2307100,131,1636000,1181000,192000,263000,1494000,12489,9015,1466,2008
LAVALLETTE BOROUGH SCHOOL DISTRICT,New Jersey,3408310,131,4435000,3777000,562000,96000,4397000,33855,28832,4290,733
LUTIE R-VI,Missouri,2923400,131,2096000,1228000,653000,215000,2174000,16000,9374,4985,1641
NEXUS ACADEMY OF INDIANAPOLIS,Indiana,1800136,131,2364000,1170000,948000,246000,2398000,18046,8931,7237,1878
NOTTAWA COMMUNITY SCHOOL,Michigan,2626100,131,1272000,346000,751000,175000,1256000,9710,2641,5733,1336
RSD CHARTER SCHOOL  INC.,Arizona,400656,131,855000,12000,754000,89000,1031000,6527,92,5756,679
VAUGHN ELEM,Montana,3005850,131,1605000,439000,978000,188000,1613000,12252,3351,7466,1435
WEST POINT INDEPENDENT,Kentucky,2105850,131,2157000,450000,1409000,298000,1838000,16466,3435,10756,2275
WHATELY,Massachusetts,2512870,131,2450000,1949000,451000,50000,2462000,18702,14878,3443,382
ARISTOTLE ACADEMY,Utah,4900154,130,1074000,108000,853000,113000,1187000,8262,831,6562,869
